rgn_id,Year,value
Beaufort,2001,3391
Beaufort,2002,3573
Beaufort,2003,3622
Beaufort,2004,3726
Beaufort,2005,3923
Beaufort,2006,3968
Beaufort,2007,4025
Beaufort,2008,3884
Beaufort,2009,3675
Beaufort,2010,3724
Beaufort,2011,3959
Beaufort,2012,3975
Beaufort,2013,3910
Beaufort,2014,3753
Beaufort,2015,3752
Nunavut,2008,12222
Nunavut,2009,11930
Nunavut,2010,13253
Nunavut,2011,14089
Nunavut,2012,14122
Nunavut,2013,14304
Nunavut,2014,13782
